AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.31,1.61,0.72,0.00,0.81,1.16,0.69,1.33
25-29,0.45,0.91,0.39,0.00,0.81,0.83,0.51,0.82
30-34,0.73,1.36,0.19,0.00,0.86,1.37,0.90,1.26
35-39,1.42,2.46,1.22,0.00,1.75,2.13,1.17,2.16
40-44,1.39,3.53,1.50,0.00,2.50,3.04,1.12,3.04
45-49,1.11,5.19,1.55,2.78,2.77,4.19,2.05,4.44
50-54,1.16,7.35,2.62,0.00,2.77,4.70,2.06,5.92
55-59,1.56,9.39,2.20,3.33,4.26,6.23,2.87,7.69
60-64,1.48,13.25,1.76,0.00,4.82,8.77,3.74,10.74
65-OVER,1.03,15.28,2.85,2.22,4.91,10.06,5.22,11.83
TOTAL,1.01,6.01,1.26,0.74,2.12,5.03,1.68,5.07
