PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
HAHIRA,0.00,2.92,0.00,0.00,0.00,0.36,0.00,0.63
TRINITY,0.00,1.45,0.00,25.00,0.00,0.39,0.00,0.66
NORTHSIDE,0.00,1.55,0.31,8.33,0.96,0.81,0.47,1.13
NAYLOR,0.00,6.06,0.00,0.00,8.33,0.75,2.13,2.52
RAINWATER,1.10,2.18,0.00,0.00,0.93,0.71,0.00,0.95
MILDRED,0.00,3.26,0.00,0.00,4.35,0.62,0.56,2.77
CLYATTVILLE,0.00,2.29,3.85,0.00,0.00,1.18,0.45,1.39
DASHER,0.00,3.51,0.00,0.00,0.00,0.81,0.00,1.01
S LOWNDES,0.00,2.19,0.00,0.00,3.03,2.80,1.62,2.62
TOTAL,0.18,1.99,0.34,6.25,0.94,0.84,0.35,1.20
