PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
PEMBROKE,0.00,1.05,0.00,0.00,0.00,10.37,4.20,7.38
DANIELSIDING,11.11,4.15,2.44,0.00,8.33,8.61,4.44,7.73
ELLABELL,0.00,0.50,0.00,0.00,16.67,5.03,1.64,4.21
BLACK CREEK,0.00,0.61,4.76,0.00,7.69,4.13,1.69,3.48
WAYS STATION,5.56,0.57,0.00,0.00,0.00,5.97,2.20,4.12
RH RECREATION COMPX,3.39,1.56,0.68,0.00,0.00,6.95,2.89,5.07
J.F.GREGORY PARK,3.70,3.24,4.08,14.29,4.35,14.79,6.42,13.08
KELLER,3.33,3.93,8.33,0.00,0.00,14.53,9.28,12.75
HWY 144 EAST,0.00,2.14,5.13,0.00,4.35,13.53,5.16,11.43
PUBLIC SAFETY COMPX,0.00,0.76,3.70,0.00,3.03,4.99,1.68,3.76
TOTAL,3.40,1.63,3.09,3.70,2.51,9.75,4.43,7.89
