AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.540,0.170,0.00,0.00,1.800,0.580,1.100
25-29,0.00,0.00,0.00,0.00,0.00,1.160,0.00,0.710
30-34,0.00,0.610,0.300,0.00,0.00,1.850,0.740,1.340
35-39,9.680,0.550,0.200,0.00,0.00,2.740,1.520,2.150
40-44,0.00,0.00,0.00,0.00,0.00,4.670,2.630,3.690
45-49,2.440,1.690,0.00,0.00,0.00,5.030,1.380,3.980
50-54,3.330,0.00,0.560,0.00,2.940,6.310,1.630,5.160
55-59,0.00,0.550,0.00,0.00,0.00,7.310,4.210,6.270
60-64,5.000,0.550,0.00,0.00,0.00,9.500,2.250,8.100
65-OVER,3.570,0.930,0.370,0.00,0.00,11.57,4.590,10.50
TOTAL,2.200,0.560,0.160,0.00,0.290,6.430,1.600,4.950
