AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.21,1.37,0.12,0.00,0.48,0.54,0.65,0.91
25-29,0.66,1.10,0.55,0.00,0.74,0.58,0.51,0.79
30-34,0.47,2.12,0.78,0.00,0.99,1.09,1.13,1.49
35-39,0.71,3.44,1.17,0.00,1.87,1.67,1.72,2.40
40-44,0.71,4.76,1.52,2.44,0.82,1.76,1.95,2.97
45-49,0.44,6.14,1.22,0.00,1.28,1.81,2.11,3.40
50-54,0.29,7.53,1.18,0.00,1.26,1.98,2.62,4.06
55-59,0.26,10.34,0.31,10.00,2.29,2.25,3.43,5.36
60-64,0.45,15.73,2.04,7.69,2.67,3.05,5.23,8.27
65-OVER,1.47,23.59,1.31,5.88,5.05,3.82,7.81,11.71
TOTAL,0.55,7.80,0.90,1.49,1.57,2.05,2.42,4.35
