PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
ANDERSON,0.00,0.00,0.00,0.00,0.00,15.27,0.00,14.01
BALDWIN,0.00,20.00,0.00,0.00,0.00,5.78,0.00,5.52
BERLIN,0.00,0.00,0.00,0.00,0.00,14.04,0.00,13.06
BUSHVILLE,0.00,0.00,0.00,0.00,0.00,15.96,0.00,14.04
COLUMBIA,0.00,0.00,0.00,0.00,0.00,7.29,0.00,7.07
DAVIDS,0.00,1.43,0.00,0.00,0.00,9.48,2.17,8.22
GOLDEN HILL,0.00,0.00,0.00,0.00,0.00,7.33,0.00,6.67
GROVE RIVER,0.00,0.00,0.00,0.00,0.00,23.61,0.00,21.83
HOLLINGSWORTH,0.00,0.00,0.00,0.00,0.00,9.23,0.00,8.53
HOMER,0.00,3.12,0.00,0.00,0.00,19.26,6.12,17.96
POPLAR SPRINGS,0.00,0.00,0.00,0.00,0.00,8.76,3.23,8.30
WASHINGTON,100.0,0.00,0.00,0.00,0.00,16.82,0.00,16.08
WILMONTS,0.00,0.00,0.00,0.00,0.00,12.21,0.00,11.13
TOTAL,1.32,1.55,0.00,0.00,0.00,12.53,1.58,11.52
