PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
HOBOKEN,32.87,29.38,0.00,31.01
NAHUNTA,37.81,36.67,0.00,37.21
WAYNESVILLE,20.63,18.49,0.00,19.50
TOTAL,30.42,28.27,0.00,29.28
