AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,3.72,2.40,3.33
25-29,0.00,0.00,0.00,0.00,0.00,2.74,0.99,2.48
30-34,16.67,0.00,0.00,25.00,0.00,6.14,7.14,6.11
35-39,0.00,0.00,0.00,50.00,0.00,8.76,4.17,8.29
40-44,0.00,0.00,0.00,0.00,0.00,7.76,2.70,7.24
45-49,0.00,0.00,0.00,33.33,0.00,11.39,2.60,10.54
50-54,25.00,0.00,6.67,0.00,25.00,12.54,5.00,12.01
55-59,0.00,5.56,5.88,33.33,0.00,15.70,8.54,15.06
60-64,0.00,0.00,0.00,33.33,0.00,18.38,7.23,17.53
65-OVER,0.00,5.56,18.18,21.43,0.00,22.72,9.80,21.96
TOTAL,2.82,1.32,1.96,19.57,1.23,13.24,5.26,12.45
