PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
LOCKHART,0.00,0.00,0.00,0.00,0.00,1.92,4.65,1.66
EMIT,0.00,3.28,0.00,0.00,17.65,15.81,4.68,12.76
STATESBORO,0.00,0.40,0.00,0.00,0.00,15.46,1.98,7.56
PORTAL,0.00,0.22,0.00,0.00,0.00,3.76,0.00,2.54
FAIR,4.55,1.31,1.75,0.00,2.63,19.06,7.86,14.55
CHURCH,2.56,0.54,3.77,0.00,2.86,16.88,3.02,9.93
PITTMAN PARK,0.00,0.13,1.00,0.00,0.00,8.44,1.68,4.70
LEEFIELD,33.33,5.26,0.00,0.00,0.00,18.81,10.94,17.44
BLITCH,0.00,3.33,0.00,0.00,0.00,30.84,5.66,26.00
HAGIN,0.00,1.94,8.33,0.00,0.00,20.75,5.26,13.81
BROOKLET,6.67,0.66,9.52,0.00,10.00,19.47,6.88,15.97
STILSON,0.00,2.54,0.00,0.00,0.00,13.26,7.79,11.94
BAY,25.00,2.67,12.50,0.00,0.00,13.54,4.40,12.24
NEVILS,0.00,1.43,0.00,0.00,0.00,18.63,3.30,14.83
SINKHOLE,0.00,5.41,0.00,0.00,0.00,20.64,6.25,18.16
REGISTER,0.00,0.34,0.00,0.00,0.00,8.94,3.64,5.69
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,2.90,0.79,2.32,0.00,2.08,15.88,4.41,10.84
