PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
CHALYBEATE,13.90,10.39,0.00,11.93
GILL I,9.06,6.31,0.00,7.46
GILL II,1.70,1.20,0.00,1.41
7TH-ODESSADALE,4.14,6.21,0.00,5.17
8TH-GREENVILLE,5.79,4.76,0.00,5.22
LONE OAK,6.15,6.21,0.00,6.18
LUTHERSVILLE,6.58,5.64,0.00,6.09
UPPER 9TH -ALVATON,7.95,6.09,0.00,6.98
MIDDLE 9TH-GAY,7.65,9.31,0.00,8.56
LOWER 9TH-WOODBURY,5.65,4.03,0.00,4.77
2ND-WARM SPRINGS,7.74,8.98,0.00,8.42
THIRD-DURAND,7.77,6.49,0.00,7.07
RALEIGH,10.45,7.03,0.00,8.61
COVE,17.59,8.00,0.00,12.98
99999,0.00,0.00,0.00,0.00
TOTAL,7.08,5.85,0.00,6.41
