PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SAMMY MCCLURE MID SC,6.88,6.45,0.00,6.66
NORTHSIDE ELEM SCH,11.50,13.09,0.00,12.34
MOSES MIDDLE SCHOOL,6.62,6.40,0.00,6.50
RUSSOM ELEM SCH,4.79,4.19,0.00,4.48
MT TABOR PARK,7.98,7.27,0.00,7.59
WATSON GOVT COMPLEX,9.09,8.14,0.00,8.55
P B RITCH MIDD SCH,6.32,4.59,0.00,5.34
SARA RAGSDALE ELM SC,7.38,7.76,0.00,7.57
PAULDING CO HIGH SC,7.67,6.50,0.00,7.04
HIRAM HIGH SCHOOL,5.47,5.77,0.00,5.63
TAYLOR FARM PARK,4.45,4.21,0.00,4.31
AUSTIN MIDDLE SCHOOL,5.52,4.70,0.00,5.08
NEBO ELEMENTARY SCH,7.92,7.31,0.00,7.60
CARL SCOGGINS MID SC,10.45,10.55,0.00,10.50
TOTAL,6.88,6.37,0.00,6.61
