AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,3.04,0.77,1.65
25-29,0.00,0.00,0.00,0.00,0.00,1.60,2.54,1.24
30-34,0.00,0.44,0.00,0.00,0.00,2.53,0.94,1.65
35-39,0.00,0.00,0.00,0.00,8.33,2.49,0.00,1.55
40-44,7.14,1.81,3.57,0.00,0.00,6.47,0.00,4.51
45-49,0.00,0.64,0.00,0.00,0.00,4.39,1.56,3.02
50-54,0.00,2.00,3.45,0.00,0.00,6.74,6.00,5.14
55-59,0.00,2.04,0.00,0.00,0.00,6.06,6.25,4.63
60-64,0.00,1.44,0.00,0.00,0.00,9.30,8.57,6.89
65-OVER,0.00,1.60,0.00,0.00,0.00,8.67,7.14,7.02
TOTAL,1.27,0.96,0.64,0.00,1.20,5.16,2.47,3.62
