AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,7.57,0.00,6.90
25-29,0.00,0.00,0.00,20.00,0.00,5.01,4.17,4.97
30-34,0.00,0.00,0.00,0.00,0.00,6.32,9.09,6.34
35-39,0.00,0.00,0.00,0.00,0.00,9.62,6.90,9.32
40-44,0.00,0.00,0.00,0.00,0.00,10.74,10.00,10.59
45-49,0.00,0.00,0.00,0.00,0.00,13.60,2.33,13.05
50-54,100.0,0.00,0.00,0.00,25.00,12.79,4.76,12.42
55-59,0.00,0.00,0.00,0.00,14.29,13.25,5.00,12.77
60-64,0.00,50.00,0.00,0.00,25.00,13.65,9.46,13.49
65-OVER,0.00,0.00,0.00,0.00,12.50,18.54,9.59,18.25
TOTAL,2.86,3.33,0.00,7.14,8.89,13.54,6.43,13.17
