AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.180,0.330,0.00,2.040,2.670,1.150,1.880
25-29,0.00,0.290,0.470,0.00,0.00,2.140,1.170,1.630
30-34,0.00,0.330,0.520,0.00,0.00,3.400,2.580,2.700
35-39,0.00,1.270,0.950,0.00,0.00,4.930,2.050,3.780
40-44,1.430,1.070,0.820,0.00,4.300,5.240,2.940,4.060
45-49,4.760,1.130,1.360,0.00,2.350,7.350,2.050,5.600
50-54,7.500,1.050,2.840,0.00,2.860,8.260,2.520,6.430
55-59,2.940,1.400,1.900,0.00,2.330,11.30,3.800,9.050
60-64,11.54,1.360,0.00,100.0,2.130,14.20,6.570,11.71
65-OVER,4.170,1.890,2.500,0.00,3.850,19.58,7.570,16.74
TOTAL,2.710,0.980,1.110,2.560,1.870,8.660,2.810,6.610
