AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,2.76,0.93,1.66
25-29,0.00,0.00,0.00,0.00,10.00,0.63,0.81,0.55
30-34,0.00,1.16,0.00,0.00,0.00,2.30,0.00,1.77
35-39,0.00,0.45,0.00,0.00,14.29,1.90,0.00,1.45
40-44,0.00,0.00,0.00,0.00,0.00,4.04,3.77,2.97
45-49,0.00,0.00,0.00,0.00,0.00,6.14,1.75,4.32
50-54,50.00,0.00,0.00,0.00,0.00,7.05,3.64,5.10
55-59,0.00,0.00,0.00,0.00,0.00,8.96,6.00,6.33
60-64,0.00,0.40,0.00,0.00,25.00,14.46,0.00,10.60
65-OVER,0.00,0.38,0.00,0.00,25.00,22.42,10.00,17.69
TOTAL,3.12,0.25,0.00,0.00,7.27,10.13,2.60,7.14
