PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
BA,6.17,7.91,0.00,7.11
BT,8.66,8.09,0.00,8.36
CO,7.18,9.87,0.00,8.78
FI,7.54,9.35,0.00,8.58
FS,11.21,12.95,0.00,12.17
HC,6.86,8.56,0.00,7.78
HI,6.93,8.90,0.00,8.00
LA,10.08,13.05,0.00,11.68
LO,8.77,10.22,0.00,9.53
MA,5.29,6.03,0.00,5.69
MI,6.75,8.75,0.00,7.87
OT,5.64,8.04,0.00,7.08
RO,10.41,12.22,0.00,11.40
SA,8.58,10.20,0.00,9.48
SH,4.27,5.67,0.00,5.03
SM,11.59,15.79,0.00,13.86
SP,11.07,14.92,0.00,13.17
ST,9.99,11.21,0.00,10.63
TOTAL,8.12,10.07,0.00,9.20
