AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.720,0.720,0.00,1.030,1.670,1.130,1.540
25-29,0.00,1.940,0.00,0.00,2.740,1.120,0.200,1.410
30-34,0.00,2.290,1.220,0.00,0.00,1.520,1.290,1.810
35-39,8.000,5.030,0.00,0.00,2.940,2.690,1.210,3.660
40-44,2.560,6.570,0.00,0.00,0.00,3.420,1.890,4.860
45-49,3.450,6.470,0.00,0.00,0.00,3.930,1.670,4.970
50-54,0.00,7.620,3.170,0.00,0.00,4.400,1.500,5.650
55-59,3.570,10.91,1.610,0.00,0.00,5.500,2.550,7.440
60-64,6.250,15.83,2.220,0.00,13.64,7.240,7.820,10.41
65-OVER,6.060,20.67,1.160,0.00,0.00,11.70,6.640,13.98
TOTAL,2.460,7.780,0.780,0.00,1.660,5.470,2.120,6.110
