AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.32,0.00,0.00,0.00,0.07,0.00,0.18
25-29,0.00,0.14,0.00,0.00,0.00,0.05,0.00,0.08
30-34,0.00,0.27,0.00,0.00,0.00,0.04,0.06,0.12
35-39,0.00,0.43,0.00,0.00,0.00,0.11,0.09,0.22
40-44,0.00,0.60,0.00,0.00,0.00,0.10,0.11,0.29
45-49,0.00,1.29,0.00,0.00,0.00,0.14,0.00,0.56
50-54,0.00,1.50,0.00,0.00,0.00,0.19,0.66,0.72
55-59,0.00,2.64,0.00,0.00,0.00,0.28,0.27,1.14
60-64,0.00,3.70,0.00,0.00,0.00,0.28,0.16,1.43
65-OVER,0.44,5.55,0.00,6.25,0.84,0.53,0.51,1.95
TOTAL,0.05,1.72,0.00,0.72,0.05,0.23,0.14,0.77
