AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.18,0.00,0.00,1.14,2.57,1.54,1.98
25-29,4.17,0.00,0.00,0.00,0.00,1.96,1.36,1.60
30-34,0.00,0.48,2.78,0.00,0.00,3.89,1.45,3.12
35-39,4.76,0.18,0.71,0.00,2.94,4.50,2.75,3.73
40-44,3.33,0.49,0.74,0.00,9.09,5.13,1.46,4.16
45-49,2.78,1.05,0.00,0.00,0.00,6.05,1.98,5.04
50-54,0.00,1.28,0.00,0.00,4.17,7.66,3.27,6.47
55-59,0.00,1.21,2.41,0.00,0.00,9.66,1.98,8.20
60-64,0.00,3.83,3.57,20.00,12.50,13.03,2.91,11.47
65-OVER,2.56,1.57,1.28,16.67,0.00,14.95,6.99,13.46
TOTAL,1.61,0.94,0.82,4.55,1.89,7.96,2.45,6.55
