PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
EW1,0.00,0.00,0.00,0.00
FP1,0.00,0.00,0.00,0.00
FP2,0.00,0.00,0.00,0.00
FP3,0.00,0.00,0.00,0.00
FP4,0.00,0.00,0.00,0.00
FP5,0.00,0.00,0.00,0.00
FP6,0.00,0.00,0.00,0.00
JB01,4.890,9.240,0.00,7.440
JB02,4.560,9.840,0.00,7.610
JB03,5.910,7.000,0.00,6.510
JB04,0.00,0.00,0.00,0.00
JB05,0.00,0.00,0.00,0.00
JB06,0.00,0.00,0.00,0.00
JB07,0.00,0.00,0.00,0.00
JB08,0.00,0.00,0.00,0.00
JB09,2.080,4.930,0.00,3.690
JB10,0.540,0.400,0.00,0.460
JB11,0.00,0.050,0.00,0.030
JB12,3.870,8.180,0.00,6.380
JB13,11.13,11.33,0.00,11.24
JB14,0.060,0.050,0.00,0.050
JB15,0.870,1.240,0.00,1.090
JB16,4.200,6.540,0.00,5.580
JB17,5.010,8.940,0.00,7.330
JB18,0.00,0.060,0.00,0.030
LC1,0.00,0.00,0.00,0.00
LJ1,9.170,10.43,0.00,9.870
LJ2,4.110,6.420,0.00,5.430
LJ3,4.490,5.240,33.33,4.950
LJ4,6.740,11.04,25.00,9.210
LJ5,4.690,6.790,0.00,5.920
MO1,0.00,0.00,0.00,0.00
MO2,0.00,0.00,0.00,0.00
MO3,0.00,0.00,0.00,0.00
MO4,0.00,0.00,0.00,0.00
MO5,0.00,0.00,0.00,0.00
MO6,0.00,0.00,0.00,0.00
MO7,0.00,0.00,0.00,0.00
MO8,0.00,0.00,0.00,0.00
MO9,0.00,0.00,0.00,0.00
OAK1,0.00,0.00,0.00,0.00
OAK2,0.00,0.00,0.00,0.00
OAK3,0.00,0.00,0.00,0.00
OAK4,0.00,0.060,0.00,0.030
PH1,8.070,11.07,0.00,9.770
PH2,9.990,13.00,0.00,11.66
RD01,0.110,0.180,0.00,0.150
RD02,6.450,9.310,0.00,8.150
RD03,0.00,0.110,0.00,0.060
RD04,3.380,5.800,0.00,4.790
RD05,5.490,8.030,0.00,6.990
RD06,2.240,4.030,0.00,3.240
RD07,1.950,2.180,0.00,2.080
RD08,0.00,0.070,0.00,0.040
RD09,4.720,6.620,0.00,5.790
RD10,0.00,0.00,0.00,0.00
RD11,0.130,0.00,0.00,0.060
RD12,4.800,8.850,0.00,7.110
TOTAL,2.180,3.330,1.430,2.840
