PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
RABUN COUNTY,2.70,9.62,0.88,0.00,9.68,21.25,16.52,20.70
TOTAL,2.70,9.62,0.88,0.00,9.68,21.25,16.52,20.70
