AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,6.32,0.00,0.00,0.00,0.41,1.67,2.65
25-29,0.00,3.11,0.00,0.00,0.00,0.53,2.50,1.78
30-34,0.00,3.91,0.00,0.00,0.00,0.00,4.35,1.83
35-39,0.00,8.82,0.00,0.00,0.00,0.00,0.00,3.58
40-44,0.00,7.04,0.00,0.00,0.00,0.00,0.00,2.65
45-49,0.00,8.07,0.00,0.00,0.00,0.36,0.00,3.08
50-54,0.00,12.22,0.00,0.00,0.00,0.00,0.00,4.69
55-59,0.00,17.26,0.00,0.00,0.00,1.11,0.00,7.55
60-64,0.00,19.10,0.00,0.00,0.00,0.00,0.00,7.67
65-OVER,0.00,15.53,0.00,0.00,0.00,0.25,5.00,5.21
TOTAL,0.00,11.16,0.00,0.00,0.00,0.28,1.63,4.37
