PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1,0.00,24.26,0.00,0.00,0.00,5.190,5.880,20.17
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,0.00,11.16,0.00,0.00,0.00,0.280,1.630,4.370
