PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
0242,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0248,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0253,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0257,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0428,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0455,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0465,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1407,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1691,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1704,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1747,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1765,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
N0245,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
N0255,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
S0245,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
S0255,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
