AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.35,0.15,0.18,0.00,0.61,2.02,0.47,0.87
25-29,0.00,0.06,0.00,0.00,0.26,0.95,0.61,0.49
30-34,0.00,0.24,0.00,0.00,0.67,2.04,1.36,1.14
35-39,0.00,0.40,0.28,0.00,1.37,3.36,0.71,1.63
40-44,0.39,0.40,0.83,12.50,1.41,4.06,1.92,2.00
45-49,1.29,0.44,0.00,0.00,1.57,5.13,0.96,2.54
50-54,2.03,0.56,0.67,0.00,2.56,6.53,1.70,3.54
55-59,1.32,0.55,0.00,0.00,0.43,8.70,2.58,4.98
60-64,0.61,0.62,0.71,0.00,0.56,11.20,2.12,6.62
65-OVER,2.36,0.55,2.19,0.00,3.61,16.85,7.88,11.83
TOTAL,0.88,0.39,0.41,1.96,1.29,7.60,1.93,3.95
