PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
SAMMY MCCLURE MID SC,4.00,2.03,1.66,0.00,1.23,7.62,3.47,6.66
NORTHSIDE ELEM SCH,0.00,0.48,0.00,0.00,0.00,15.02,5.46,12.34
MOSES MIDDLE SCHOOL,4.00,0.76,2.70,0.00,0.00,8.10,3.68,6.50
RUSSOM ELEM SCH,2.70,1.64,0.00,0.00,1.27,5.57,1.77,4.48
MT TABOR PARK,2.22,1.34,1.25,0.00,1.27,9.28,3.79,7.59
WATSON GOVT COMPLEX,3.23,1.49,2.09,50.00,1.47,12.14,3.15,8.55
P B RITCH MIDD SCH,2.00,0.73,1.32,0.00,1.32,8.19,2.49,5.34
SARA RAGSDALE ELM SC,0.00,0.80,1.43,0.00,4.44,9.09,4.97,7.57
PAULDING CO HIGH SC,0.00,0.57,0.81,0.00,0.00,9.52,3.07,7.04
HIRAM HIGH SCHOOL,2.50,1.21,0.66,0.00,3.03,8.50,2.81,5.63
TAYLOR FARM PARK,0.00,0.42,0.53,0.00,4.30,6.72,1.78,4.31
AUSTIN MIDDLE SCHOOL,7.14,0.83,0.66,0.00,0.00,6.91,0.95,5.08
NEBO ELEMENTARY SCH,0.00,0.96,1.85,0.00,5.66,9.36,2.24,7.60
CARL SCOGGINS MID SC,12.50,0.87,0.00,0.00,0.00,12.03,3.33,10.50
TOTAL,2.71,0.98,1.11,2.56,1.87,8.65,2.81,6.61
