AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,79.0,85.0,0.0,10.0,3.0,1.0,1.0,2.0,0.0,8.0,12.0,0.0,7.0,7.0,1.0,533.0,398.0,1.0,298.0,209.0,1655.0
25-29,1.0,47.0,66.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,5.0,7.0,0.0,534.0,459.0,0.0,381.0,232.0,1756.0
30-34,0.0,31.0,40.0,0.0,4.0,3.0,0.0,1.0,1.0,0.0,9.0,7.0,0.0,8.0,6.0,0.0,505.0,393.0,0.0,291.0,178.0,1477.0
35-39,1.0,33.0,50.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,14.0,9.0,0.0,3.0,3.0,1.0,512.0,399.0,0.0,306.0,128.0,1467.0
40-44,0.0,20.0,39.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,4.0,1.0,0.0,495.0,417.0,1.0,254.0,146.0,1388.0
45-49,0.0,26.0,37.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,5.0,3.0,1.0,551.0,526.0,0.0,245.0,143.0,1553.0
50-54,0.0,23.0,38.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,6.0,3.0,0.0,610.0,515.0,0.0,286.0,180.0,1677.0
55-59,0.0,31.0,21.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,6.0,5.0,1.0,670.0,553.0,0.0,274.0,193.0,1769.0
60-64,0.0,16.0,25.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,2.0,2.0,0.0,662.0,570.0,0.0,264.0,193.0,1748.0
65-OVER,1.0,42.0,45.0,0.0,7.0,5.0,0.0,0.0,2.0,0.0,3.0,6.0,0.0,7.0,7.0,1.0,2022.0,1588.0,0.0,613.0,379.0,4728.0
TOTAL,3.0,348.0,446.0,0.0,50.0,29.0,1.0,5.0,9.0,0.0,63.0,55.0,0.0,53.0,44.0,5.0,7094.0,5818.0,2.0,3212.0,1981.0,19218.0
