AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.12,0.14,0.00,0.00,0.37,0.25,0.31
25-29,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.18
30-34,0.00,0.27,0.00,0.00,0.00,0.36,0.08,0.31
35-39,0.00,0.20,0.00,0.00,0.00,0.62,0.41,0.53
40-44,0.45,0.27,0.00,0.00,0.70,0.98,0.70,0.86
45-49,0.87,0.00,0.00,8.33,0.66,1.09,0.62,0.96
50-54,0.00,0.21,0.76,16.67,0.65,1.24,0.63,1.13
55-59,0.00,0.45,0.36,0.00,1.03,1.73,0.58,1.56
60-64,0.00,0.00,2.05,0.00,0.00,1.71,1.08,1.59
65-OVER,0.56,0.14,0.95,0.00,1.66,2.37,1.28,2.21
TOTAL,0.25,0.17,0.28,1.92,0.45,1.24,0.56,1.09
