PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
KP03,13.60,10.71,33.33,12.13
LA01,11.26,11.21,0.00,11.21
LI01,4.040,3.430,0.00,3.710
LM01,12.01,9.750,0.00,10.81
LM02,10.26,8.110,0.00,9.140
LM03,9.950,8.140,0.00,9.000
LM04,9.920,8.580,0.00,9.220
LW01,8.260,7.670,0.00,7.950
MA01,4.790,4.180,0.00,4.440
MA02,4.950,3.130,0.00,3.940
MA03,8.520,7.140,0.00,7.770
MA04,14.00,10.12,0.00,11.97
MB01,12.80,12.01,0.00,12.38
MC01,4.760,3.700,0.00,4.180
MD01,16.49,14.48,0.00,15.43
ME01,7.460,7.390,0.00,7.420
MK01,15.30,12.56,0.00,13.82
ML01,11.76,7.590,0.00,9.570
MR1A,3.450,2.680,0.00,3.030
MR2A,22.16,18.38,0.00,20.08
MR2B,14.63,11.61,0.00,12.94
MR3A,11.24,8.990,0.00,9.860
MR4A,33.50,28.28,0.00,30.63
MR4B,11.66,10.08,0.00,10.78
MR4C,18.65,16.35,0.00,17.41
MR5A,4.840,3.760,0.00,4.210
MR5B,1.910,1.450,0.00,1.650
MR6A,2.840,1.950,0.00,2.340
MR6B,10.93,9.680,0.00,10.26
MR7A,1.570,1.080,0.00,1.290
MS01,7.720,5.400,0.00,6.530
MS02,5.690,5.040,0.00,5.340
MT01,17.13,14.46,0.00,15.73
MT03,16.28,13.35,0.00,14.60
MT04,21.07,18.75,0.00,19.85
NC01,7.140,5.570,0.00,6.300
NJ01,2.540,1.810,0.00,2.120
NP01,7.640,5.540,0.00,6.470
NS01,7.810,5.710,0.00,6.710
OK01,8.470,5.980,0.00,7.090
OR01,15.55,12.31,0.00,13.87
OR02,4.370,3.660,0.00,3.970
OR03,4.150,3.570,0.00,3.810
OR04,4.950,3.800,0.00,4.310
OR05,9.130,7.090,0.00,8.030
PE01,2.840,2.440,0.00,2.620
PF01,11.41,10.80,0.00,11.07
PM01,12.34,10.35,0.00,11.32
PM02,20.85,17.08,0.00,18.86
PO01,12.47,9.080,0.00,10.73
PP01,14.85,13.03,0.00,13.92
PR01,10.19,7.890,0.00,8.990
PS1A,5.900,3.790,0.00,4.700
PS2A,2.880,2.030,0.00,2.380
PS3A,4.060,4.150,0.00,4.110
PT01,6.220,5.820,0.00,6.000
RM01,12.30,9.500,0.00,10.82
RS01,0.800,0.660,0.00,0.710
RW01,13.53,12.31,12.50,12.91
RW02,15.35,13.14,0.00,14.20
SA01,11.97,10.27,0.00,11.07
SF01,13.38,11.39,0.00,12.36
SI01,10.92,7.470,0.00,9.090
SM01,15.43,12.49,0.00,13.85
SM03,9.240,7.840,0.00,8.440
SN1A,3.960,3.210,0.00,3.530
SN2A,3.640,2.980,0.00,3.250
SN3A,6.020,4.210,0.00,5.010
SN4A,10.94,9.040,0.00,9.860
SN5A,5.000,5.110,0.00,5.060
SN6A,9.780,8.030,11.11,8.830
SN7A,4.820,3.960,0.00,4.340
SO01,22.73,21.95,0.00,22.28
SO02,13.77,12.76,16.67,13.26
SO03,16.21,14.10,0.00,15.02
SW01,5.580,4.430,0.00,4.940
SW02,2.880,2.780,0.00,2.820
TM01,7.630,5.880,0.00,6.620
TR01,15.14,16.48,0.00,15.81
VA01,9.570,7.530,0.00,8.500
VG01,9.200,7.810,0.00,8.420
VG02,5.250,3.880,0.00,4.490
VG03,6.900,4.910,0.00,5.760
VG04,17.79,14.99,0.00,16.24
WG02,5.810,4.450,0.00,5.080
WL01,10.89,8.240,0.00,9.530
TOTAL,9.180,7.340,1.570,8.170
