PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
AC1A,6.870,5.040,11.11,5.880
AC1B,6.090,4.820,0.00,5.360
AC1C,2.240,2.040,0.00,2.130
AD01,13.13,12.38,0.00,12.72
AU1A,2.610,2.020,0.00,2.270
BF02,10.52,9.650,0.00,10.06
BF03,6.650,5.550,0.00,6.080
BG01,8.310,6.680,0.00,7.440
BG02,8.710,6.890,0.00,7.740
BK01,3.440,1.950,0.00,2.640
BR01,6.490,5.510,0.00,5.920
BR02,6.640,4.110,0.00,5.260
BT01,1.240,1.220,0.00,1.230
BT02,0.790,0.270,0.00,0.470
BW01,10.19,8.830,33.33,9.510
CA01,2.110,1.370,0.00,1.700
CH02,13.96,11.03,20.00,12.47
CH03,15.04,11.38,0.00,13.12
CK01,6.020,4.970,0.00,5.430
CL01,3.970,3.360,0.00,3.630
CL02,3.550,2.440,0.00,2.950
CO01,3.060,2.170,0.00,2.520
CR01,18.62,15.59,0.00,17.08
DC01,15.52,13.06,0.00,14.22
DI01,1.310,1.180,0.00,1.240
DL01,10.84,8.720,20.00,9.750
DO01,19.74,16.47,0.00,18.02
DU01,8.130,6.200,0.00,7.120
DV01,10.33,7.220,0.00,8.670
EA01,21.91,19.44,0.00,20.59
EA02,22.51,21.14,0.00,21.76
EL01,3.680,2.090,0.00,2.840
EL02,14.44,12.96,100.0,13.71
EL03,15.45,15.55,0.00,15.50
EL04,11.92,9.150,0.00,10.33
EL05,11.70,11.00,16.67,11.34
EP01,7.940,7.230,0.00,7.540
FO01,4.350,3.800,0.00,4.040
FO02,4.020,2.410,0.00,3.080
FO04,6.070,4.770,0.00,5.350
FO05,3.250,2.240,0.00,2.700
FP01,18.53,17.18,0.00,17.83
FR01,7.290,5.830,0.00,6.530
FY01,8.910,7.720,0.00,8.280
GM01,12.19,10.18,0.00,11.14
GT01,12.56,10.46,0.00,11.45
HL01,2.810,1.580,0.00,2.090
HR01,14.35,13.57,0.00,13.94
HT01,15.81,12.98,0.00,14.31
HY01,9.650,9.030,0.00,9.320
KE1A,6.660,4.890,0.00,5.690
KE2A,7.170,5.360,0.00,6.210
KE3A,3.350,2.870,0.00,3.060
KE4A,6.840,5.570,0.00,6.150
KE5A,5.950,4.680,0.00,5.270
KL01,9.000,8.010,0.00,8.490
KP01,15.64,12.97,0.00,14.22
KP02,14.88,11.09,0.00,12.81
