AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.26,0.00,0.00,2.90,3.51,1.74,2.58
25-29,0.00,0.28,4.00,0.00,3.12,2.71,2.08,2.24
30-34,3.85,0.36,3.39,0.00,0.00,5.15,2.55,4.13
35-39,0.00,0.66,1.35,0.00,0.00,7.48,3.72,5.83
40-44,2.56,2.79,2.70,0.00,0.00,8.93,4.47,7.39
45-49,0.00,2.51,9.38,0.00,10.53,10.74,6.28,8.92
50-54,10.71,1.68,2.08,0.00,0.00,11.16,6.47,9.18
55-59,0.00,2.72,9.09,0.00,0.00,12.25,4.14,10.26
60-64,17.65,1.84,0.00,50.00,0.00,15.43,1.98,12.84
65-OVER,4.76,3.11,0.00,0.00,6.67,15.05,12.17,13.42
TOTAL,3.40,1.63,3.09,3.70,2.51,9.75,4.43,7.89
