PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2A,0.00,0.00,0.00,0.00,3.330,2.240,0.600,1.780
3A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CO,25.00,0.00,4.170,0.00,0.00,15.65,3.250,13.84
DG,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ES,0.00,3.530,0.830,0.00,0.00,10.60,0.540,7.130
FI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GL,0.00,0.00,0.00,0.00,0.00,17.16,3.000,11.37
LT,0.00,12.50,4.000,0.00,0.00,17.80,4.110,16.21
MC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NI,0.00,2.860,0.00,0.00,0.00,12.43,5.860,10.87
PG,2.700,0.790,0.420,0.00,0.00,18.49,4.230,14.12
TH,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
UT,0.00,0.00,0.00,0.00,0.00,15.42,5.050,14.09
VA,13.95,4.000,0.870,0.00,0.00,16.39,5.910,14.25
WS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,2.200,0.560,0.160,0.00,0.290,6.430,1.600,4.950
