PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
CHAUN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CLARK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EDDIN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
EMPIR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JAYBI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JONES,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LEE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MCCRA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MILAN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MITCH,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MULLI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PLAIN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PONDT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RAWLI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VILUL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
YONKE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
