PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
AIR ACRES,0.00,0.00,0.00,0.00
ARNOLD MILL,0.00,0.00,0.00,0.00
AVERY,0.00,0.00,0.00,0.00
BALL GROUND,0.00,0.00,0.00,0.00
BASCOMB,6.38,5.73,0.00,6.04
BELLS,0.00,0.00,0.00,0.00
BOOTH,0.00,0.00,0.00,0.00
BRADSHAW,0.00,0.00,0.00,0.00
BRIDGEMILL,4.06,4.77,0.00,4.43
CANTON,0.00,0.00,0.00,0.00
CARMEL,0.00,0.00,0.00,0.00
WOODSTOCK,0.00,0.00,0.00,0.00
CLAYTON,0.00,0.00,0.00,0.00
CONNS CREEK,0.00,0.00,0.00,0.00
DEER RUN,0.00,0.00,0.00,0.00
DIXIE,0.00,0.00,0.00,0.00
FREEHOME,0.00,0.00,0.00,0.00
HICKORY FLAT,0.00,0.00,0.00,0.00
HIGHTOWER,0.00,0.00,0.00,0.00
HILLSIDE,0.00,0.00,0.00,0.00
HOLLY SPRINGS,4.89,3.76,0.00,4.30
KELLOGG,0.00,0.00,0.00,0.00
LIBERTY,2.62,2.36,0.00,2.47
LITTLE RIVER,0.00,0.00,0.00,0.00
MACEDONIA,0.00,0.00,0.00,0.00
MOUNTAIN ROAD,0.00,0.00,0.00,0.00
OAK GROVE,0.00,0.00,0.00,0.00
R M MOORE,0.00,0.00,0.00,0.00
R T JONES,0.00,0.00,0.00,0.00
ROSECREEK,0.00,0.00,0.00,0.00
SALACOA,0.00,0.00,0.00,0.00
SIXES,7.22,6.63,33.33,6.95
SUTALLEE,4.06,4.06,0.00,4.06
TEASLEY,2.05,1.73,0.00,1.88
TOONIGH,4.81,4.44,0.00,4.61
UNION HILL,0.00,0.00,0.00,0.00
UNIVETER,0.00,0.00,0.00,0.00
VICTORIA,6.59,5.86,0.00,6.22
WALESKA,0.00,0.00,0.00,0.00
WILDCAT,6.08,4.49,0.00,5.24
WOODLANDS,0.00,0.00,0.00,0.00
NEESE,0.00,0.00,0.00,0.00
TOTAL,1.15,1.03,1.82,1.09
