AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,4.55,0.00,0.38,0.00,0.12
25-29,0.00,0.01,0.00,0.00,0.00,0.17,0.00,0.07
30-34,0.00,0.00,0.00,0.00,0.49,0.29,0.00,0.12
35-39,0.00,0.00,0.00,0.00,0.00,0.53,0.27,0.23
40-44,0.00,0.02,0.31,0.00,0.00,0.61,0.35,0.28
45-49,0.00,0.06,0.00,0.00,0.00,1.53,0.38,0.69
50-54,0.00,0.02,0.00,0.00,1.04,1.89,0.54,0.86
55-59,0.00,0.08,0.00,0.00,0.00,2.35,0.00,1.07
60-64,0.79,0.05,1.10,0.00,0.00,3.83,0.63,1.88
65-OVER,0.00,0.05,2.69,0.00,0.00,6.72,1.07,3.98
TOTAL,0.06,0.03,0.32,1.18,0.12,2.55,0.25,1.14
