AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,11.11,0.00,0.00,5.16,1.56,4.90
25-29,0.00,0.00,0.00,0.00,0.00,3.05,0.00,2.85
30-34,0.00,0.00,14.29,0.00,0.00,4.71,2.33,4.60
35-39,0.00,0.00,0.00,0.00,0.00,7.29,0.00,6.95
40-44,0.00,0.00,0.00,0.00,0.00,6.27,0.00,5.85
45-49,12.50,0.00,0.00,0.00,0.00,8.03,12.50,8.11
50-54,0.00,0.00,0.00,0.00,33.33,9.15,3.28,8.83
55-59,0.00,0.00,0.00,0.00,16.67,9.78,11.11,9.78
60-64,0.00,0.00,0.00,100.0,33.33,13.42,8.24,13.15
65-OVER,0.00,0.00,5.26,0.00,36.36,18.18,19.43,18.17
TOTAL,2.33,0.00,3.33,20.00,16.28,12.33,10.12,12.15
