PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ARAGON,4.71,3.77,0.00,4.22
BLOOMING GROVE,4.52,4.33,0.00,4.42
CEDARTOWN,7.57,6.19,0.00,6.79
FISH CREEK,9.95,7.53,0.00,8.68
LAKE CREEK,5.08,5.41,0.00,5.24
ROCKMART,6.32,5.33,0.00,5.78
YOUNGS GROVE,6.82,6.13,0.00,6.47
99999,0.00,0.00,0.00,0.00
TOTAL,6.57,5.61,0.00,6.06
