AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,2.640,1.230,1.570
25-29,0.00,0.00,0.00,0.00,22.22,1.380,0.00,1.030
30-34,0.00,0.00,0.00,0.00,100.0,1.320,3.450,1.010
35-39,0.00,0.330,0.00,0.00,0.00,2.250,0.00,1.470
40-44,0.00,0.00,0.00,0.00,0.00,4.460,4.350,3.030
45-49,0.00,0.00,0.00,0.00,0.00,3.980,3.700,2.690
50-54,0.00,0.330,0.00,0.00,0.00,5.050,0.00,3.590
55-59,0.00,0.270,0.00,0.00,0.00,5.920,0.00,3.900
60-64,0.00,0.300,0.00,0.00,0.00,9.200,4.760,6.410
65-OVER,0.00,0.310,0.00,0.00,0.00,13.18,3.850,10.24
TOTAL,0.00,0.170,0.00,0.00,9.090,6.930,2.070,4.760
