AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,5.27,0.00,4.01
25-29,0.00,0.82,7.69,0.00,0.00,6.81,3.85,5.83
30-34,0.00,1.94,0.00,0.00,0.00,7.18,2.22,6.15
35-39,0.00,1.23,0.00,0.00,0.00,8.73,2.38,7.44
40-44,0.00,2.41,10.00,0.00,0.00,13.86,7.69,12.44
45-49,0.00,0.97,0.00,0.00,20.00,14.59,14.29,12.83
50-54,0.00,0.96,0.00,0.00,0.00,13.43,2.78,11.46
55-59,0.00,1.83,0.00,0.00,0.00,15.66,4.00,13.63
60-64,0.00,2.41,16.67,0.00,0.00,16.36,14.29,14.90
65-OVER,0.00,0.00,0.00,0.00,0.00,19.11,4.76,17.29
TOTAL,0.00,1.11,2.91,0.00,2.38,13.38,4.45,11.59
