AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,4.880,0.00,0.00,0.00,0.330,4.410,2.860
25-29,0.00,5.220,0.00,0.00,0.00,1.520,2.900,3.340
30-34,50.00,8.830,0.00,0.00,0.00,2.280,0.00,4.650
35-39,0.00,11.47,0.00,0.00,0.00,0.850,6.520,5.520
40-44,0.00,10.66,0.00,0.00,0.00,2.440,0.00,5.560
45-49,0.00,8.190,0.00,0.00,0.00,2.430,5.260,4.750
50-54,0.00,12.75,0.00,0.00,0.00,3.040,2.380,6.310
55-59,0.00,18.24,0.00,0.00,0.00,5.620,3.920,9.780
60-64,0.00,19.73,0.00,0.00,0.00,3.820,2.500,9.140
65-OVER,0.00,16.85,0.00,50.00,0.00,6.860,9.090,9.780
TOTAL,4.170,11.94,0.00,12.50,0.00,4.000,4.050,6.860
