AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.55,0.94,1.34,0.00,1.21,3.63,2.30,2.67
25-29,1.65,1.14,0.61,20.00,0.85,1.97,0.87,1.59
30-34,0.00,1.72,0.95,0.00,0.00,3.48,3.46,2.95
35-39,0.00,1.56,0.78,0.00,4.35,4.84,2.55,3.52
40-44,1.47,2.01,2.48,0.00,5.56,5.94,3.12,4.37
45-49,1.90,2.83,3.51,0.00,2.41,8.15,5.76,6.36
50-54,1.28,2.82,3.16,0.00,6.32,11.59,5.55,8.67
55-59,5.83,4.54,4.20,100.0,11.69,15.04,6.85,11.92
60-64,4.00,8.68,6.67,0.00,11.48,20.08,10.03,16.68
65-OVER,6.25,11.09,8.09,0.00,9.60,29.23,14.71,25.09
TOTAL,2.34,4.19,2.84,4.65,4.92,14.39,5.75,10.87
