PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ELLIJAY SOUTH,9.66,9.03,0.00,9.33
CARTECAY,17.42,15.29,0.00,16.32
TAILS CREEK,8.29,6.36,0.00,7.29
TOWN CREEK,10.59,11.35,0.00,10.98
LEACHES,8.52,7.07,0.00,7.77
CHERRY LOG,8.94,9.39,0.00,9.16
BOARDTOWN,13.16,12.37,0.00,12.75
MOUNTAINTOWN,14.20,13.28,0.00,13.73
EAST ELLIJAY,17.99,17.89,0.00,17.94
ELLIJAY NORTH,15.38,15.75,0.00,15.57
YUKON,11.45,13.48,0.00,12.43
BIG CREEK,14.67,13.89,0.00,14.29
ELLIJAY NORTHEAST,12.91,14.39,0.00,13.68
TOTAL,12.29,11.93,0.00,12.10
