AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,1.54,0.00,0.00,6.33,4.35,5.80
25-29,0.00,0.00,0.00,0.00,0.00,5.84,1.05,5.23
30-34,0.00,0.00,0.00,0.00,0.00,8.92,2.41,7.98
35-39,0.00,0.00,0.00,0.00,16.67,9.82,4.69,9.20
40-44,0.00,0.00,0.00,0.00,16.67,10.29,4.69,9.79
45-49,0.00,0.00,0.00,0.00,12.50,11.92,3.03,11.18
50-54,0.00,0.00,0.00,0.00,0.00,12.21,7.29,11.74
55-59,0.00,0.00,0.00,0.00,12.50,11.10,6.10,10.74
60-64,0.00,0.00,16.67,0.00,33.33,12.57,6.98,12.34
65-OVER,0.00,0.00,0.00,0.00,9.09,17.61,9.72,17.17
TOTAL,0.00,0.00,0.76,0.00,8.22,12.71,5.72,12.10
