AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,1.320,2.560,0.820
25-29,0.00,0.00,0.00,0.00,0.00,2.270,0.00,1.090
30-34,0.00,0.00,0.00,0.00,0.00,0.520,0.00,0.270
35-39,0.00,0.650,0.00,0.00,0.00,0.540,0.00,0.540
40-44,0.00,1.560,0.00,0.00,0.00,2.560,0.00,2.020
45-49,0.00,1.390,0.00,0.00,0.00,1.440,0.00,1.340
50-54,0.00,1.610,0.00,0.00,0.00,3.270,0.00,2.390
55-59,0.00,0.510,0.00,0.00,0.00,5.640,0.00,3.290
60-64,0.00,2.670,0.00,0.00,0.00,5.630,0.00,4.310
65-OVER,0.00,2.750,0.00,0.00,0.00,6.230,6.670,5.180
TOTAL,0.00,1.240,0.00,0.00,0.00,3.810,1.200,2.680
