PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
COLW,0.00,0.00,0.00,0.00,0.00,16.34,12.82,16.05
FAIR,0.00,0.00,0.00,50.00,0.00,7.600,8.110,7.600
FLIN,0.00,0.00,0.00,0.00,16.67,14.55,9.180,14.26
HEMP,0.00,0.00,0.00,0.00,0.00,10.75,7.890,10.47
HOTH,0.00,0.00,0.00,0.00,0.00,13.53,0.00,13.01
MINE,0.00,0.00,0.00,0.00,0.00,11.69,5.260,11.39
MOBI,0.00,0.00,0.00,0.00,0.00,14.23,0.00,13.77
MORG,0.00,0.00,0.00,0.00,0.00,16.24,4.690,15.54
NOON,0.00,0.00,0.00,0.00,0.00,12.65,6.450,12.24
SKEN,0.00,0.00,0.00,0.00,0.00,12.96,10.00,12.81
SUGC,0.00,50.00,0.00,0.00,20.00,15.15,3.800,14.64
TOCC,12.50,0.00,0.00,0.00,28.57,13.02,7.480,12.75
TOTAL,2.860,3.330,0.00,7.140,8.890,13.54,6.430,13.17
