AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.18,0.00,0.00,0.00,0.07,0.08,0.11
25-29,0.00,0.08,0.00,0.00,0.00,0.00,0.10,0.05
30-34,0.00,0.31,0.00,0.00,0.00,0.07,0.12,0.18
35-39,0.00,0.70,0.00,0.00,0.00,0.00,0.12,0.36
40-44,0.00,0.58,0.00,0.00,0.00,0.00,0.12,0.31
45-49,0.00,1.05,0.44,0.00,0.00,0.15,0.59,0.62
50-54,0.00,1.07,0.00,0.00,1.96,0.07,0.43,0.55
55-59,0.00,1.25,0.00,0.00,0.00,0.12,0.91,0.58
60-64,0.00,2.18,0.00,0.00,0.00,0.13,1.26,0.85
65-OVER,0.00,2.36,0.00,0.00,2.68,0.15,0.27,0.65
TOTAL,0.00,0.88,0.05,0.00,0.47,0.09,0.31,0.43
