AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,1.55,0.83,1.25
25-29,0.00,0.00,0.00,0.00,0.00,1.08,0.00,0.85
30-34,0.00,2.48,0.00,0.00,0.00,1.98,2.13,1.99
35-39,0.00,0.00,0.00,0.00,0.00,2.31,2.08,2.01
40-44,0.00,0.79,0.00,0.00,0.00,3.89,2.04,3.39
45-49,0.00,0.00,0.00,0.00,0.00,6.48,0.00,5.50
50-54,0.00,0.00,0.00,0.00,0.00,7.58,4.65,6.54
55-59,20.00,0.83,0.00,0.00,0.00,12.59,7.84,11.39
60-64,0.00,0.69,0.00,0.00,0.00,14.01,6.52,12.32
65-OVER,0.00,4.49,0.00,0.00,0.00,17.86,11.25,16.64
TOTAL,1.98,1.28,0.00,0.00,0.00,9.40,3.75,8.24
