AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.24,0.20,0.42,1.33,0.84,2.82,1.27,1.62
25-29,0.43,0.20,0.51,0.00,0.52,1.74,0.55,1.04
30-34,0.66,0.41,0.71,2.08,1.31,2.98,1.13,1.83
35-39,1.54,0.52,1.11,0.00,1.52,4.53,1.23,2.70
40-44,1.91,0.96,1.13,1.75,1.96,6.18,1.49,3.78
45-49,3.23,0.89,2.02,3.45,3.26,8.21,1.91,5.25
50-54,3.78,1.22,2.33,0.00,3.77,10.63,2.96,7.11
55-59,3.36,1.69,3.46,6.67,6.89,15.10,3.15,10.90
60-64,4.25,1.78,2.20,7.14,8.91,19.03,5.03,14.57
65-OVER,3.70,1.98,6.54,7.14,10.93,28.88,7.28,23.96
TOTAL,2.38,0.88,1.61,2.29,3.51,12.74,2.07,8.17
