PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
01A,11.92,11.83,16.67,11.88
01B,14.41,14.33,33.33,14.40
01C,3.68,4.18,0.00,3.96
01D,4.42,7.07,0.00,5.92
01E,11.31,11.59,0.00,11.45
01F,1.50,2.56,0.00,2.00
01H,2.61,2.31,0.00,2.44
01J,3.74,8.51,0.00,6.52
01P,5.71,9.88,0.00,8.09
01R,4.55,4.58,0.00,4.56
01S,3.99,6.88,0.00,5.63
01T,4.31,4.65,0.00,4.48
02A,2.31,2.15,0.00,2.24
02B,1.43,2.30,11.11,1.74
02C,5.49,5.49,0.00,5.48
02D,3.31,4.19,0.00,3.77
02E,10.43,10.23,0.00,10.32
02F1,5.20,5.33,25.00,5.29
02F2,3.64,2.05,0.00,2.84
02G,2.78,3.44,0.00,3.12
02J,3.72,3.51,0.00,3.62
02K,2.73,1.88,0.00,2.36
02L1,1.87,1.43,0.00,1.68
02L2,1.91,1.46,0.00,1.74
02S,4.61,4.28,0.00,4.43
02W,1.13,2.40,0.00,1.60
03A,4.67,5.60,0.00,5.24
03B,2.83,4.85,0.00,3.90
03C,3.81,8.65,0.00,6.36
03D,6.19,6.55,0.00,6.39
03E,3.68,5.84,0.00,4.76
03F,1.19,1.24,0.00,1.21
03G,2.54,3.27,0.00,2.94
03H,4.19,5.79,0.00,5.05
03I,0.95,0.60,0.00,0.83
03L,4.19,5.34,0.00,4.74
03M,2.56,3.95,0.00,3.01
03N,2.30,2.78,0.00,2.54
03P1A,0.94,0.86,0.00,0.89
03P2,0.00,0.00,0.00,0.00
03S,6.10,9.86,0.00,8.03
03T,2.02,3.12,0.00,2.54
04A,4.29,5.41,100.0,4.98
04B,1.83,0.98,0.00,1.20
04C,7.81,5.08,0.00,6.50
04D,8.02,11.31,0.00,9.78
04F,1.66,4.00,0.00,2.64
04G,3.63,6.27,0.00,4.96
04I,1.80,1.13,0.00,1.56
04J,1.11,0.51,0.00,0.72
04K,5.95,9.14,0.00,7.75
04L,3.59,5.56,0.00,4.62
04M,3.43,4.76,0.00,4.18
04S,9.82,12.73,0.00,11.47
04T,6.18,8.29,0.00,7.34
04V,2.53,2.77,16.67,2.69
04W,0.40,0.00,0.00,0.33
04X1,5.21,8.74,0.00,7.18
04X2,4.89,5.33,0.00,5.12
05A1,3.33,3.38,25.00,3.39
05A2,7.73,10.15,0.00,8.89
05B,3.35,6.47,0.00,4.93
05C,1.16,0.00,0.00,0.66
05D,0.90,0.78,0.00,0.86
05F,0.00,5.26,0.00,2.22
05J,8.88,6.44,0.00,7.68
05K,3.00,2.97,0.00,2.97
06B,3.58,1.99,0.00,2.77
06D,5.00,4.51,16.67,4.78
