COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ATKINSON,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BACON,74.00,53.00,80.00,114.0,132.0,161.0,161.0,215.0,225.0,708.0,1923.0
BAKER,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BALDWIN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BANKS,33.00,29.00,29.00,42.00,79.00,91.00,99.00,130.0,125.0,492.0,1149.0
BARROW,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BARTOW,117.0,96.00,167.0,193.0,222.0,316.0,406.0,479.0,559.0,1532.0,4087.0
BEN HILL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BERRIEN,36.00,55.00,52.00,61.00,107.0,115.0,110.0,133.0,122.0,419.0,1210.0
BIBB,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BLECKLEY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BRANTLEY,99.00,109.0,139.0,188.0,227.0,305.0,323.0,309.0,307.0,899.0,2905.0
BROOKS,23.00,31.00,39.00,38.00,38.00,36.00,56.00,97.00,80.00,246.0,684.0
BRYAN,64.00,48.00,92.00,140.0,190.0,236.0,232.0,226.0,235.0,478.0,1941.0
BULLOCH,135.0,108.0,204.0,261.0,291.0,381.0,436.0,452.0,535.0,1615.0,4418.0
BURKE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BUTTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CALHOUN,10.00,17.00,14.00,27.00,26.00,35.00,51.00,49.00,57.00,178.0,464.0
CAMDEN,0.00,1.00,0.00,0.00,1.00,0.00,4.00,2.00,1.00,29.00,38.00
CANDLER,37.00,20.00,42.00,52.00,75.00,92.00,85.00,93.00,112.0,384.0,992.0
CARROLL,142.0,101.0,156.0,253.0,286.0,410.0,491.0,655.0,728.0,2878.0,6100.0
CATOOSA,85.00,51.00,73.00,135.0,189.0,317.0,337.0,398.0,470.0,1871.0,3926.0
CHARLTON,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
CHATHAM,31.00,17.00,24.00,37.00,40.00,80.00,108.0,172.0,199.0,697.0,1405.0
CHATTAHOOCHEE,56.00,36.00,37.00,39.00,66.00,73.00,99.00,94.00,96.00,210.0,806.0
CHATTOOGA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CHEROKEE,45.00,23.00,38.00,74.00,134.0,164.0,182.0,228.0,192.0,625.0,1705.0
CLARKE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CLAY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CLAYTON,139.0,119.0,112.0,187.0,345.0,483.0,641.0,732.0,650.0,1153.0,4561.0
CLINCH,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COBB,755.0,496.0,832.0,1217.0,1710.0,2576.0,3414.0,4810.0,5309.0,18541.0,39660.0
COFFEE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COLQUITT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COLUMBIA,154.0,86.00,123.0,143.0,312.0,473.0,652.0,792.0,981.0,2901.0,6617.0
COOK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COWETA,248.0,146.0,211.0,328.0,439.0,692.0,792.0,936.0,982.0,3581.0,8355.0
CRAWFORD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRISP,50.00,44.00,61.00,85.00,122.0,120.0,131.0,189.0,212.0,744.0,1758.0
DADE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DAWSON,134.0,97.00,145.0,179.0,256.0,334.0,350.0,368.0,391.0,1386.0,3640.0
DECATUR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DEKALB,566.0,449.0,695.0,1099.0,1383.0,2054.0,2637.0,3165.0,3809.0,9172.0,25029.0
DODGE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DOOLY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DOUGHERTY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DOUGLAS,10.00,4.00,13.00,29.00,27.00,60.00,50.00,46.00,54.00,88.00,381.0
EARLY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
