AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.32,0.70,0.22,0.56,0.50,1.67,0.68,1.09
25-29,0.24,0.53,0.22,0.60,0.45,1.10,0.48,0.78
30-34,0.37,0.87,0.31,0.49,0.61,1.75,0.94,1.29
35-39,0.66,1.38,0.47,0.52,1.03,2.61,1.21,1.94
40-44,0.73,1.99,0.61,0.77,1.13,3.40,1.40,2.59
45-49,0.93,2.63,0.77,2.03,1.51,4.15,1.74,3.31
50-54,1.01,3.29,1.04,1.45,1.78,4.86,2.10,4.01
55-59,0.98,4.34,1.15,2.95,2.45,6.09,2.43,5.17
60-64,1.12,6.19,1.24,4.98,3.08,7.68,3.32,6.82
65-OVER,1.21,8.26,2.02,4.26,4.15,10.32,5.15,9.42
TOTAL,0.75,3.02,0.64,1.58,1.43,5.33,1.75,4.11
