COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
APPLING,0.00,114.0,131.0,0.00,27.00,25.00,0.00,0.00,4.000,0.00,83.00,70.00,0.00,22.00,21.00,1.000,4420.0,3844.0,0.00,1222.0,917.0,10901.0
ATKINSON,2.000,31.00,28.00,0.00,5.000,8.000,0.00,3.000,0.00,1.000,113.0,87.00,0.00,0.00,2.000,0.00,1709.0,1454.0,1.000,523.0,397.0,4364.0
BACON,1.000,137.0,137.0,0.00,12.00,8.000,0.00,0.00,3.000,0.00,30.00,24.00,0.00,9.000,8.000,2.000,2594.0,2268.0,1.000,547.0,329.0,6110.0
BAKER,0.00,15.00,14.00,0.00,5.000,3.000,0.00,0.00,0.00,0.00,9.000,2.000,0.00,5.000,4.000,0.00,592.0,527.0,0.00,562.0,418.0,2156.0
BALDWIN,0.00,309.0,337.0,0.00,65.00,50.00,0.00,10.00,6.000,0.00,90.00,59.00,0.00,98.00,80.00,3.000,7035.0,6065.0,2.000,5869.0,4010.0,24088.0
BANKS,0.00,199.0,243.0,0.00,13.00,19.00,0.00,6.000,2.000,0.00,60.00,79.00,0.00,37.00,39.00,2.000,4725.0,4354.0,0.00,88.00,106.0,9972.0
BARROW,13.00,1668.0,1789.0,1.000,143.0,144.0,0.00,14.00,7.000,5.000,693.0,620.0,1.000,416.0,345.0,29.00,17326.0,15154.0,7.000,2693.0,2028.0,43096.0
BARTOW,14.00,2918.0,3101.0,0.00,187.0,184.0,0.00,23.00,21.00,1.000,609.0,610.0,1.000,156.0,154.0,13.00,25571.0,22897.0,1.000,3367.0,2560.0,62388.0
BEN HILL,1.000,99.00,94.00,0.00,15.00,11.00,0.00,1.000,0.00,0.00,66.00,50.00,0.00,19.00,17.00,0.00,3041.0,2606.0,0.00,2048.0,1264.0,9332.0
BERRIEN,1.000,183.0,198.0,0.00,16.00,26.00,0.00,7.000,3.000,0.00,60.00,43.00,0.00,11.00,16.00,2.000,4688.0,4107.0,0.00,617.0,465.0,10443.0
BIBB,16.00,1744.0,1868.0,0.00,369.0,290.0,0.00,31.00,28.00,3.000,381.0,261.0,2.000,403.0,411.0,8.000,22439.0,18797.0,5.000,29212.0,19811.0,96079.0
BLECKLEY,2.000,98.00,84.00,0.00,13.00,7.000,0.00,0.00,0.00,0.00,20.00,10.00,0.00,14.00,20.00,1.000,2765.0,2492.0,0.00,837.0,528.0,6891.0
BRANTLEY,0.00,171.0,211.0,0.00,16.00,14.00,0.00,3.000,4.000,0.00,24.00,16.00,0.00,7.000,4.000,1.000,4866.0,4306.0,0.00,165.0,113.0,9921.0
BROOKS,0.00,251.0,268.0,0.00,29.00,29.00,0.00,2.000,6.000,0.00,58.00,40.00,0.00,15.00,9.000,0.00,2998.0,2607.0,0.00,2111.0,1549.0,9972.0
BRYAN,8.000,1104.0,1124.0,0.00,143.0,96.00,0.00,12.00,15.00,1.000,312.0,238.0,0.00,158.0,107.0,6.000,9620.0,8392.0,3.000,1870.0,1384.0,24593.0
BULLOCH,3.000,1553.0,1570.0,0.00,160.0,128.0,0.00,8.000,4.000,1.000,178.0,166.0,0.00,123.0,118.0,8.000,13726.0,12566.0,3.000,6083.0,4356.0,40754.0
BURKE,1.000,279.0,328.0,0.00,32.00,24.00,0.00,3.000,8.000,0.00,34.00,39.00,0.00,24.00,14.00,3.000,3553.0,3285.0,1.000,4020.0,2893.0,14541.0
BUTTS,1.000,537.0,577.0,0.00,41.00,50.00,0.00,3.000,4.000,0.00,49.00,47.00,0.00,22.00,11.00,2.000,4989.0,4492.0,2.000,1786.0,1376.0,13989.0
CALHOUN,0.00,11.00,21.00,0.00,2.000,0.00,0.00,0.00,0.00,0.00,7.000,10.00,0.00,9.000,6.000,0.00,617.0,547.0,0.00,1043.0,732.0,3005.0
CAMDEN,4.000,2636.0,2511.0,0.00,245.0,171.0,0.00,15.00,16.00,0.00,366.0,265.0,0.00,191.0,102.0,6.000,11502.0,9582.0,0.00,3328.0,2435.0,33375.0
CANDLER,1.000,148.0,172.0,0.00,11.00,12.00,0.00,0.00,0.00,0.00,63.00,43.00,0.00,11.00,9.000,2.000,2042.0,1742.0,0.00,735.0,547.0,5538.0
CARROLL,21.00,3058.0,3067.0,3.000,315.0,251.0,0.00,20.00,11.00,0.00,463.0,426.0,0.00,175.0,140.0,14.00,25753.0,22492.0,5.000,6600.0,4801.0,67615.0
CATOOSA,5.000,2166.0,2105.0,0.00,115.0,105.0,0.00,8.000,11.00,0.00,171.0,125.0,0.00,131.0,113.0,26.00,20096.0,16812.0,1.000,454.0,370.0,42814.0
CHARLTON,0.00,266.0,325.0,0.00,21.00,6.000,0.00,1.000,4.000,0.00,11.00,6.000,0.00,7.000,16.00,1.000,2223.0,1945.0,0.00,742.0,557.0,6131.0
CHATHAM,111.0,5923.0,5823.0,2.000,1172.0,871.0,0.00,62.00,76.00,3.000,1784.0,1423.0,5.000,1011.0,926.0,19.00,51592.0,44672.0,17.00,39273.0,28135.0,182900.0
CHATTAHOOCHEE,0.00,137.0,172.0,0.00,34.00,39.00,0.00,4.000,0.00,0.00,101.0,111.0,0.00,36.00,27.00,0.00,1203.0,1130.0,0.00,599.0,470.0,4063.0
CHATTOOGA,0.00,467.0,462.0,0.00,24.00,27.00,0.00,2.000,2.000,0.00,34.00,55.00,0.00,19.00,17.00,1.000,6117.0,5138.0,0.00,568.0,440.0,13373.0
CHEROKEE,26.00,6256.0,6592.0,2.000,809.0,752.0,0.00,51.00,53.00,1.000,2354.0,1960.0,0.00,891.0,680.0,25.00,67712.0,60659.0,1.000,4658.0,3612.0,157094.0
CLARKE,57.00,4149.0,4199.0,2.000,493.0,408.0,0.00,19.00,16.00,5.000,899.0,725.0,1.000,653.0,534.0,39.00,21861.0,19448.0,8.000,10815.0,7104.0,71435.0
CLAY,0.00,11.00,15.00,0.00,3.000,1.000,0.00,0.00,0.00,0.00,2.000,2.000,0.00,2.000,2.000,0.00,401.0,375.0,0.00,648.0,398.0,1860.0
CLAYTON,53.00,7384.0,6784.0,5.000,1286.0,897.0,0.00,44.00,41.00,5.000,2205.0,1881.0,18.00,1853.0,1894.0,6.000,11612.0,9672.0,53.00,67404.0,47618.0,160715.0
CLINCH,1.000,92.00,126.0,0.00,6.000,3.000,0.00,0.00,0.00,0.00,8.000,6.000,0.00,6.000,3.000,0.00,1434.0,1244.0,2.000,710.0,473.0,4114.0
COBB,252.0,15301.0,15618.0,31.00,4911.0,3783.0,0.00,253.0,227.0,32.00,9617.0,7586.0,17.00,6334.0,5545.0,191.0,152666.0,137806.0,115.0,73441.0,51472.0,485198.0
COFFEE,6.000,150.0,162.0,0.00,55.00,57.00,0.00,10.00,8.000,0.00,257.0,265.0,0.00,61.00,47.00,0.00,8213.0,7077.0,2.000,3667.0,2641.0,22678.0
COLQUITT,11.00,492.0,494.0,0.00,69.00,49.00,0.00,6.000,5.000,0.00,341.0,317.0,0.00,44.00,43.00,3.000,8363.0,7129.0,0.00,3125.0,2288.0,22779.0
