COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ATKINSON,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BACON,12.37,10.91,16.67,22.66,23.83,30.55,33.13,41.11,41.51,50.18,31.47
BAKER,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BALDWIN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BANKS,3.90,3.47,4.35,5.21,9.04,9.82,10.08,14.61,14.32,21.65,11.52
BARROW,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BARTOW,1.98,1.60,3.12,3.73,4.16,5.04,6.47,8.20,11.47,13.46,6.55
BEN HILL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BERRIEN,4.01,5.83,6.15,7.44,12.44,12.83,11.46,13.63,14.90,17.29,11.59
BIBB,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BLECKLEY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BRANTLEY,11.63,12.84,18.83,23.38,27.89,32.83,32.04,33.08,36.59,41.72,29.28
BROOKS,2.86,3.34,4.65,5.52,5.56,4.75,6.31,9.78,9.14,9.78,6.86
BRYAN,2.58,2.24,4.13,5.83,7.39,8.92,9.18,10.26,12.84,13.42,7.89
BULLOCH,2.35,1.81,4.97,8.15,10.03,12.76,13.90,14.70,19.29,23.57,10.84
BURKE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BUTTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CALHOUN,4.48,6.83,6.57,11.11,11.21,14.00,18.28,17.44,18.69,24.38,15.44
CAMDEN,0.00,0.03,0.00,0.00,0.04,0.00,0.12,0.06,0.04,0.47,0.11
CANDLER,7.74,3.91,10.69,13.94,17.05,19.37,17.03,19.21,21.88,27.97,17.91
CARROLL,2.09,1.39,2.51,4.46,4.99,6.56,7.93,11.12,14.66,22.74,9.02
CATOOSA,2.18,1.36,2.13,3.70,4.93,7.81,8.42,11.24,14.20,20.01,9.17
CHARLTON,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.02
CHATHAM,0.18,0.08,0.12,0.22,0.29,0.56,0.72,1.14,1.43,1.95,0.77
CHATTAHOOCHEE,11.79,6.01,6.07,8.44,14.93,20.98,33.67,38.68,48.73,53.44,19.84
CHATTOOGA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CHEROKEE,0.31,0.18,0.31,0.53,0.86,0.96,1.13,1.56,1.59,2.21,1.09
CLARKE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CLAY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CLAYTON,0.79,0.63,0.69,1.22,2.27,3.07,4.12,5.15,5.71,5.62,2.84
CLINCH,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COBB,1.62,1.04,1.83,2.70,3.78,5.25,7.11,10.90,14.57,23.96,8.17
COFFEE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COLQUITT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COLUMBIA,1.76,0.97,1.36,1.61,3.54,5.05,6.94,8.86,12.51,17.33,6.85
COOK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
COWETA,3.14,1.85,2.80,4.04,5.17,7.13,8.48,11.05,14.22,22.24,9.24
CRAWFORD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CRISP,4.39,3.63,5.77,8.41,12.99,12.08,12.89,16.83,18.93,26.72,14.18
DADE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DAWSON,10.49,8.03,13.39,18.45,21.40,23.69,22.41,23.67,26.56,33.78,22.99
DECATUR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DEKALB,1.33,0.82,1.26,2.16,3.04,4.44,5.92,7.69,10.74,11.83,5.07
DODGE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DOOLY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DOUGHERTY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DOUGLAS,0.11,0.05,0.18,0.36,0.31,0.62,0.55,0.58,0.85,0.65,0.43
EARLY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
