COUNTY NAME,MALE,FEMALE,UNKNOWN,TOTAL
APPLING,0.00,0.00,0.00,0.00
ATKINSON,0.00,0.00,0.00,0.00
BACON,33.85,29.53,0.00,31.47
BAKER,0.00,0.00,0.00,0.00
BALDWIN,0.00,0.00,0.00,0.00
BANKS,12.21,10.88,0.00,11.52
BARROW,0.00,0.00,0.00,0.00
BARTOW,6.74,6.39,0.00,6.55
BEN HILL,0.00,0.00,0.00,0.00
BERRIEN,13.07,10.30,0.00,11.59
BIBB,0.00,0.00,0.00,0.00
BLECKLEY,0.00,0.00,0.00,0.00
BRANTLEY,30.42,28.27,0.00,29.28
BROOKS,5.35,8.11,0.00,6.86
BRYAN,7.68,8.09,0.00,7.89
BULLOCH,10.99,10.71,6.67,10.84
BURKE,0.00,0.00,0.00,0.00
BUTTS,0.00,0.00,0.00,0.00
CALHOUN,14.13,16.46,0.00,15.44
CAMDEN,0.09,0.13,0.00,0.11
CANDLER,17.86,17.97,0.00,17.91
CARROLL,9.84,8.33,0.00,9.02
CATOOSA,9.94,8.53,3.12,9.17
CHARLTON,0.03,0.00,0.00,0.02
CHATHAM,0.67,0.85,0.00,0.77
CHATTAHOOCHEE,18.47,21.10,0.00,19.84
CHATTOOGA,0.00,0.00,0.00,0.00
CHEROKEE,1.15,1.03,1.82,1.09
CLARKE,0.00,0.00,0.00,0.00
CLAY,0.00,0.00,0.00,0.00
CLAYTON,2.18,3.33,1.43,2.84
CLINCH,0.00,0.00,0.00,0.00
COBB,9.18,7.34,1.57,8.17
COFFEE,0.00,0.00,0.00,0.00
COLQUITT,0.00,0.00,0.00,0.00
COLUMBIA,7.75,6.07,1.05,6.85
COOK,0.00,0.00,0.00,0.00
COWETA,10.03,8.56,4.30,9.24
CRAWFORD,0.00,0.00,0.00,0.00
CRISP,15.17,13.44,0.00,14.18
DADE,0.00,0.00,0.00,0.00
DAWSON,22.70,23.26,11.11,22.99
DECATUR,0.00,0.00,0.00,0.00
DEKALB,4.26,5.71,0.00,5.07
DODGE,0.00,0.00,0.00,0.00
DOOLY,0.00,0.00,0.00,0.00
DOUGHERTY,0.00,0.00,0.00,0.00
DOUGLAS,0.36,0.49,1.52,0.43
EARLY,0.00,0.00,0.00,0.00
ECHOLS,0.00,0.00,0.00,0.00
EFFINGHAM,0.00,0.00,0.00,0.00
ELBERT,5.49,4.15,0.00,4.76
EMANUEL,0.00,0.00,0.00,0.00
EVANS,0.00,0.00,0.00,0.00
FANNIN,13.74,12.67,0.00,13.17
FAYETTE,11.38,10.44,1.22,10.87
FLOYD,0.00,0.00,0.00,0.00
FORSYTH,2.11,2.03,1.06,2.07
FRANKLIN,0.00,0.00,0.00,0.00
FULTON,3.58,5.01,2.15,4.35
GILMER,12.29,11.93,0.00,12.10
GLASCOCK,33.96,35.86,0.00,34.96
GLYNN,12.37,10.71,4.65,11.44
GORDON,8.84,7.16,0.00,7.95
GRADY,0.00,0.00,0.00,0.00
GREENE,0.00,0.00,0.00,0.00
GWINNETT,0.00,0.00,0.00,0.00
HABERSHAM,0.00,0.00,0.00,0.00
HALL,0.00,0.00,0.00,0.00
HANCOCK,0.00,0.00,0.00,0.00
HARALSON,0.00,0.00,0.00,0.00
HARRIS,8.26,7.27,0.00,7.75
HART,6.31,4.13,0.00,5.13
HEARD,9.48,8.92,0.00,9.18
HENRY,4.36,3.60,1.69,3.95
HOUSTON,0.00,0.00,0.00,0.00
IRWIN,0.00,0.00,0.00,0.00
JACKSON,0.00,0.00,0.00,0.00
JASPER,0.00,0.00,0.00,0.00
JEFF DAVIS,3.28,2.63,0.00,2.93
JEFFERSON,0.00,0.00,0.00,0.00
JENKINS,2.68,2.69,0.00,2.68
JOHNSON,0.00,0.00,0.00,0.00
JONES,5.68,4.85,0.00,5.23
LAMAR,7.96,6.43,0.00,7.14
LANIER,0.00,0.00,0.00,0.00
