COUNTY NAME,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-OVER,TOTAL
APPLING,1098.0,945.0,851.0,809.0,874.0,905.0,939.0,1016.0,987.0,2477.0,10901.0
ATKINSON,415.0,410.0,324.0,337.0,332.0,384.0,402.0,414.0,358.0,988.0,4364.0
BACON,598.0,486.0,480.0,503.0,554.0,527.0,486.0,523.0,542.0,1411.0,6110.0
BAKER,175.0,180.0,148.0,144.0,152.0,164.0,221.0,221.0,205.0,546.0,2156.0
BALDWIN,2500.0,2429.0,2025.0,1845.0,1661.0,1868.0,2162.0,2259.0,2047.0,5292.0,24088.0
BANKS,846.0,835.0,667.0,806.0,874.0,927.0,982.0,890.0,873.0,2272.0,9972.0
BARROW,3922.0,4122.0,4402.0,4361.0,4122.0,4168.0,3952.0,3715.0,3093.0,7239.0,43096.0
BARTOW,5905.0,5990.0,5348.0,5171.0,5337.0,6272.0,6271.0,5839.0,4872.0,11383.0,62388.0
BEN HILL,826.0,887.0,809.0,700.0,659.0,734.0,775.0,841.0,903.0,2198.0,9332.0
BERRIEN,898.0,944.0,846.0,820.0,860.0,896.0,960.0,976.0,819.0,2424.0,10443.0
BIBB,9330.0,10090.0,8638.0,7944.0,7296.0,7450.0,8228.0,8772.0,7963.0,20368.0,96079.0
BLECKLEY,647.0,591.0,489.0,526.0,503.0,574.0,684.0,649.0,531.0,1697.0,6891.0
BRANTLEY,851.0,849.0,738.0,804.0,814.0,929.0,1008.0,934.0,839.0,2155.0,9921.0
BROOKS,804.0,929.0,838.0,689.0,683.0,758.0,888.0,992.0,875.0,2516.0,9972.0
BRYAN,2485.0,2139.0,2228.0,2403.0,2572.0,2645.0,2527.0,2203.0,1830.0,3561.0,24593.0
BULLOCH,5746.0,5981.0,4103.0,3201.0,2902.0,2986.0,3136.0,3075.0,2773.0,6851.0,40754.0
BURKE,1344.0,1416.0,1186.0,1181.0,1067.0,1232.0,1404.0,1465.0,1366.0,2880.0,14541.0
BUTTS,1293.0,1261.0,1137.0,1089.0,1116.0,1215.0,1386.0,1328.0,1221.0,2943.0,13989.0
CALHOUN,223.0,249.0,213.0,243.0,232.0,250.0,279.0,281.0,305.0,730.0,3005.0
CAMDEN,3053.0,3625.0,3270.0,2778.0,2492.0,2975.0,3300.0,3199.0,2533.0,6150.0,33375.0
CANDLER,478.0,511.0,393.0,373.0,440.0,475.0,499.0,484.0,512.0,1373.0,5538.0
CARROLL,6808.0,7242.0,6208.0,5671.0,5734.0,6247.0,6194.0,5892.0,4965.0,12654.0,67615.0
