ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,18.18,34.98,30.00,0.00,23.91,36.84,20.00,33.90
2016 Primary,8.33,21.77,9.09,0.00,10.87,22.68,4.55,20.55
2016 Primary Runoff,0.00,6.30,0.00,0.00,2.22,4.12,2.02,5.89
2016 General,40.00,64.07,35.29,50.00,53.85,59.63,48.62,62.62
2018 Primary,0.00,24.97,3.45,0.00,16.33,26.96,9.09,23.49
2018 Primary Runoff,0.00,9.39,0.00,0.00,4.44,13.04,4.05,8.95
2018 General,42.11,60.46,32.14,33.33,52.54,55.46,41.35,58.47
