ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,31.62,32.63,0.00,32.16
2016 Primary,11.44,11.23,0.00,11.33
2016 Primary Runoff,2.42,2.59,0.00,2.51
2016 General,57.72,60.92,0.00,59.43
2018 Primary,17.95,19.01,0.00,18.52
2018 Primary Runoff,13.18,12.32,0.00,12.71
2018 General,55.03,57.46,0.00,56.33
