ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,21.21,40.10,37.50,0.00,24.00,51.16,34.76,48.01
2016 Primary,3.81,19.47,6.82,0.00,7.69,22.46,9.13,20.43
2016 Primary Runoff,0.96,6.35,0.00,0.00,0.00,4.13,1.92,3.92
2016 General,68.75,61.38,71.43,100.0,57.58,76.25,67.71,74.29
2018 Primary,10.40,26.63,7.55,0.00,23.68,29.10,21.24,27.23
2018 Primary Runoff,1.63,8.43,3.77,0.00,5.26,15.21,6.25,13.36
2018 General,66.90,62.83,63.79,66.67,69.77,73.89,63.60,71.98
