ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,26.08,26.54,0.00,26.34
2016 Primary,7.10,6.21,0.00,6.61
2016 Primary Runoff,0.43,0.61,0.00,0.53
2016 General,52.13,55.39,0.00,53.95
2018 Primary,10.40,11.95,0.00,11.25
2018 Primary Runoff,8.94,9.59,0.00,9.30
2018 General,47.51,51.82,0.00,49.85
