ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,40.24,39.56,100.0,39.89
2016 Primary,14.58,16.90,0.00,15.85
2016 Primary Runoff,2.40,3.39,0.00,2.94
2016 General,65.44,67.15,0.00,66.38
2018 Primary,22.56,25.97,0.00,24.43
2018 Primary Runoff,6.98,8.79,0.00,7.97
2018 General,64.55,64.72,50.00,64.63
