ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,34.93,41.48,0.00,38.50
2016 Primary,12.27,16.30,0.00,14.48
2016 Primary Runoff,2.64,4.47,0.00,3.65
2016 General,58.84,66.62,100.0,63.14
2018 Primary,18.12,20.93,0.00,19.64
2018 Primary Runoff,10.22,10.27,0.00,10.25
2018 General,54.85,62.07,100.0,58.79
