ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,26.34,28.39,0.00,27.41
2016 Primary,7.66,6.66,0.00,7.13
2016 Primary Runoff,0.39,0.29,0.00,0.34
2016 General,56.15,57.66,0.00,56.93
2018 Primary,13.88,13.84,0.00,13.86
2018 Primary Runoff,10.73,10.86,0.00,10.80
2018 General,54.17,55.87,50.00,55.05
