ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,50.32,54.07,0.00,52.29
2016 Primary,21.15,21.46,0.00,21.31
2016 Primary Runoff,4.17,4.75,0.00,4.47
2016 General,74.82,76.50,0.00,75.71
2018 Primary,29.20,32.08,0.00,30.71
2018 Primary Runoff,18.58,21.08,0.00,19.89
2018 General,71.66,72.69,100.0,72.21
