ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,30.90,37.65,0.00,34.50
2016 Primary,17.38,20.84,0.00,19.24
2016 Primary Runoff,6.86,7.65,0.00,7.28
2016 General,56.52,67.47,0.00,62.44
2018 Primary,19.97,26.50,0.00,23.46
2018 Primary Runoff,8.56,8.67,0.00,8.62
2018 General,52.37,62.12,0.00,57.56
